N,P,K,temperature,humidity,ph,rainfall,season,soil_type,crop
80.9,32.1,98.4,22.4,76.7,5.8,202.1,Kharif,Loamy,coffee
95.9,44.5,45.5,22.4,87.8,7.14,180.0,Rabi,Sandy,wheat
54.9,39.0,63.3,11.1,61.2,5.9,115.5,Rabi,Sandy,apple
20.9,56.9,68.2,26.3,71.5,7.15,119.6,Kharif,Loamy,soybean
69.4,27.6,60.8,26.2,65.9,6.49,71.7,Rabi,Loamy,onion
83.3,37.6,35.7,19.4,62.9,7.11,51.9,Rabi,Loamy,mustard
67.7,47.4,54.8,36.3,67.6,6.32,86.3,Kharif,Sandy,sunflower
30.6,46.6,36.2,32.5,46.6,6.25,58.8,Kharif,Sandy,castor
25.1,66.5,54.3,28.8,67.7,7.0,134.7,Kharif,Clayey,soybean
89.1,54.4,75.1,25.5,49.5,6.46,72.2,Rabi,Sandy,onion
111.8,39.2,115.3,24.7,83.9,6.47,232.8,Kharif,Loamy,sugarcane
22.3,63.1,16.7,33.2,42.9,6.55,51.8,Kharif,Sandy,mothbeans
19.1,53.9,52.9,17.7,56.8,6.45,66.5,Rabi,Sandy,peas
61.7,50.0,60.2,32.7,79.5,5.86,70.7,Zaid,Sandy,watermelon
180.2,200.0,232.5,26.1,61.5,6.42,106.5,Zaid,Loamy,papaya
88.0,42.0,52.2,28.4,70.3,5.71,57.8,Kharif,Loamy,maize
131.0,74.9,102.1,17.4,87.5,5.82,85.4,Rabi,Loamy,potato
12.9,60.0,44.8,29.2,73.9,7.11,196.3,Kharif,Loamy,pigeonpeas
80.2,47.5,42.4,16.5,44.8,7.39,48.9,Rabi,Sandy,mustard
97.1,29.6,55.0,27.8,85.4,6.75,135.3,Kharif,Clayey,jute
23.2,60.5,24.7,27.4,36.2,7.68,60.4,Kharif,Sandy,mothbeans
87.5,58.4,90.2,31.1,57.2,6.05,60.9,Zaid,Loamy,mango
49.0,27.1,32.7,28.8,71.3,6.04,67.1,Kharif,Sandy,finger_millet
96.2,46.5,68.4,21.9,58.4,7.33,32.6,Zaid,Sandy,pomegranate
94.6,39.2,74.8,28.0,88.9,4.51,399.4,Kharif,Loamy,rubber
127.7,67.2,113.2,30.9,77.0,6.11,166.8,Kharif,Loamy,turmeric
65.6,28.9,32.0,34.2,38.9,6.58,31.1,Kharif,Sandy,sorghum
130.2,71.5,79.3,35.6,62.8,6.27,104.0,Zaid,Loamy,mango
112.2,48.8,108.4,19.2,76.8,5.54,132.0,Kharif,Loamy,coffee
75.7,44.3,63.5,32.6,58.2,6.71,69.8,Zaid,Sandy,watermelon
72.7,45.6,33.5,27.9,86.3,7.03,134.7,Kharif,Clayey,jute
102.9,64.0,67.8,21.4,63.1,6.28,57.3,Kharif,Loamy,tomato
79.6,41.8,74.0,24.1,67.8,6.05,113.0,Zaid,Sandy,orange
26.4,38.6,64.3,14.7,79.7,7.13,72.6,Rabi,Loamy,peas
24.4,67.7,37.8,26.9,67.5,7.19,73.1,Kharif,Loamy,soybean
75.9,74.1,51.6,23.6,84.8,6.02,272.2,Kharif,Loamy,rice
28.4,22.8,13.5,31.3,53.7,5.81,54.1,Kharif,Sandy,sesame
105.5,34.2,204.9,26.8,80.9,6.0,213.6,Kharif,Loamy,coconut
21.7,46.7,25.6,29.2,58.2,7.11,62.0,Kharif,Loamy,blackgram
54.1,48.5,34.1,31.4,58.5,6.43,72.1,Kharif,Loamy,castor
107.8,54.2,132.5,26.7,83.7,6.63,203.1,Kharif,Loamy,sugarcane
83.9,45.6,37.7,21.3,84.2,6.6,148.8,Rabi,Sandy,wheat
58.6,19.5,57.8,26.5,64.5,6.65,62.5,Rabi,Sandy,grapes
76.7,54.8,41.2,24.9,84.4,5.44,141.9,Kharif,Clayey,rice
102.6,54.7,102.6,30.3,86.9,5.87,172.2,Kharif,Loamy,pepper
15.4,61.1,23.9,26.4,57.1,6.83,61.0,Kharif,Sandy,mothbeans
14.9,52.6,44.4,29.2,72.7,5.59,134.9,Kharif,Sandy,pigeonpeas
17.2,18.4,18.3,17.0,53.7,6.28,52.7,Rabi,Sandy,lentil
94.6,53.4,60.4,21.2,53.4,6.08,66.5,Kharif,Loamy,sunflower
77.5,28.6,45.0,30.0,77.4,6.68,270.9,Kharif,Clayey,rice
130.2,50.1,72.3,34.7,59.0,6.66,127.1,Zaid,Sandy,mango
50.0,31.2,30.0,40.1,60.1,7.36,43.9,Kharif,Sandy,pearl_millet
74.4,55.3,79.7,19.3,65.6,6.19,61.4,Rabi,Loamy,onion
75.2,20.0,86.3,22.0,88.1,6.0,456.6,Kharif,Loamy,cardamom
25.7,104.5,61.3,18.3,74.7,6.24,110.6,Kharif,Loamy,kidneybeans
94.7,81.7,68.3,28.8,58.4,6.36,53.7,Kharif,Sandy,tomato
33.1,47.2,84.1,24.6,65.4,6.38,74.7,Kharif,Loamy,groundnut
90.2,60.9,116.9,22.2,77.3,6.12,174.9,Kharif,Loamy,coffee
80.5,37.8,46.5,27.2,79.5,6.34,102.6,Kharif,Clayey,jute
200.0,62.0,222.8,24.8,81.8,5.94,209.6,Kharif,Loamy,banana
47.8,37.6,43.6,32.9,31.5,6.05,34.2,Kharif,Sandy,castor
96.2,44.1,108.0,25.8,68.6,6.12,154.2,Kharif,Clayey,sugarcane
135.3,98.8,59.9,27.7,58.2,6.87,49.8,Kharif,Sandy,tomato
20.8,40.0,46.0,24.7,37.5,7.4,40.3,Rabi,Loamy,chickpea
105.0,78.3,76.1,22.9,58.1,6.26,59.2,Kharif,Loamy,tomato
49.7,50.2,97.0,24.2,76.0,5.47,178.6,Kharif,Loamy,coffee
30.5,47.7,18.0,31.6,60.9,6.33,46.4,Kharif,Loamy,blackgram
84.8,46.5,94.0,23.0,72.1,5.55,179.8,Kharif,Loamy,coffee
27.6,52.9,49.4,33.9,71.0,6.03,78.2,Kharif,Loamy,cowpea
81.3,46.5,51.7,27.4,83.7,4.23,226.3,Kharif,Loamy,rubber
59.4,40.2,63.4,20.0,52.6,5.98,49.3,Rabi,Loamy,garlic
124.9,63.8,111.7,21.7,78.0,6.77,75.3,Rabi,Sandy,potato
135.0,39.4,32.9,21.5,81.2,5.39,230.3,Kharif,Loamy,tea
78.4,58.2,95.4,23.7,61.9,5.9,117.1,Rabi,Sandy,tobacco
59.6,29.3,55.5,26.5,62.7,6.04,63.7,Rabi,Sandy,garlic
106.2,63.1,87.0,31.8,86.0,4.72,280.1,Kharif,Loamy,pepper
42.0,32.9,22.0,29.7,43.9,6.71,31.0,Kharif,Sandy,sesame
200.0,152.8,190.6,32.5,54.8,6.91,139.0,Zaid,Sandy,papaya
74.3,25.4,38.4,31.2,82.9,6.61,164.5,Kharif,Clayey,rice
78.8,52.0,35.8,31.9,59.6,6.87,39.5,Kharif,Sandy,cotton
127.7,47.8,100.2,30.1,83.4,6.22,162.3,Kharif,Loamy,sugarcane
45.6,31.8,58.6,24.9,58.8,5.61,44.1,Rabi,Sandy,grapes
100.7,81.0,71.3,23.5,57.9,6.56,54.1,Kharif,Loamy,tomato
80.0,42.8,52.8,24.3,84.5,6.11,120.3,Kharif,Clayey,rice
19.2,62.4,81.1,29.5,61.0,6.62,107.6,Kharif,Loamy,groundnut
49.7,34.7,59.5,30.1,57.0,7.03,48.3,Rabi,Sandy,grapes
17.8,55.1,80.1,27.3,58.4,6.73,73.1,Kharif,Loamy,groundnut
55.4,27.4,54.9,27.0,39.1,6.51,60.2,Rabi,Sandy,grapes
88.2,48.3,77.9,28.1,76.9,7.35,98.5,Rabi,Loamy,onion
104.7,75.2,75.9,31.1,57.6,6.31,89.0,Zaid,Sandy,mango
92.6,53.1,38.8,31.4,68.5,7.48,58.0,Kharif,Clayey,cotton
94.0,57.6,42.4,27.7,57.7,6.16,120.2,Kharif,Loamy,maize
53.7,28.3,28.8,26.8,55.9,5.97,76.1,Kharif,Loamy,finger_millet
20.4,63.0,56.9,15.0,66.4,6.24,46.2,Rabi,Loamy,peas
14.0,40.6,41.7,29.2,68.2,4.59,161.7,Kharif,Sandy,pigeonpeas
66.6,38.6,79.5,33.7,33.3,6.38,59.9,Zaid,Loamy,pomegranate
111.7,41.8,57.0,21.0,70.0,6.3,177.5,Rabi,Sandy,wheat
114.2,53.7,46.2,12.9,84.9,6.05,323.5,Kharif,Loamy,tea
200.0,188.0,159.1,26.2,60.1,6.15,101.6,Zaid,Loamy,papaya
43.2,32.3,28.0,23.7,64.9,6.66,85.9,Kharif,Sandy,finger_millet
66.7,36.5,49.8,23.6,59.1,6.28,59.1,Kharif,Loamy,castor
82.7,39.0,51.0,14.6,67.2,6.43,124.2,Rabi,Sandy,apple
9.2,66.3,40.1,17.2,50.2,7.26,66.2,Rabi,Sandy,chickpea
95.0,61.7,146.1,28.3,79.8,6.56,227.0,Kharif,Loamy,sugarcane
124.6,55.9,122.5,28.6,76.5,5.74,137.3,Kharif,Sandy,turmeric
64.3,61.5,49.7,21.6,83.9,7.2,252.3,Rabi,Loamy,wheat
101.8,38.7,164.9,26.4,76.6,4.86,170.2,Kharif,Loamy,ginger
69.7,4.0,47.4,18.5,79.5,6.26,247.6,Kharif,Loamy,rice
99.1,48.1,112.3,29.9,84.6,6.46,231.6,Kharif,Clayey,sugarcane
95.4,66.6,79.4,34.3,48.8,6.46,86.8,Zaid,Sandy,mango
68.2,26.4,38.2,19.9,43.7,6.11,119.5,Rabi,Loamy,barley
189.2,46.3,218.9,28.3,80.1,6.65,248.1,Kharif,Loamy,banana
78.2,35.6,30.1,28.1,82.7,7.33,104.9,Kharif,Loamy,jute
65.0,53.0,92.5,26.9,84.2,5.55,229.6,Kharif,Loamy,pepper
7.7,11.0,10.1,23.0,65.3,6.18,43.5,Rabi,Loamy,lentil
104.6,43.9,43.3,25.8,58.3,6.73,110.4,Kharif,Sandy,cotton
123.0,55.0,67.9,25.9,86.5,5.36,325.5,Kharif,Loamy,rubber
21.3,38.0,21.1,28.9,68.2,7.04,42.9,Kharif,Loamy,blackgram
55.0,22.5,27.7,15.2,70.5,6.61,25.9,Rabi,Clayey,linseed
179.0,55.5,263.0,26.8,77.1,6.54,195.6,Kharif,Loamy,banana
65.5,77.4,78.6,21.0,66.6,6.66,113.9,Zaid,Sandy,guava
91.9,32.7,141.8,28.2,81.4,5.87,144.1,Kharif,Clayey,sugarcane
29.9,61.8,59.8,30.4,63.9,6.31,70.8,Kharif,Loamy,groundnut
24.6,51.9,18.7,28.2,63.0,7.16,49.9,Kharif,Loamy,blackgram
66.6,44.8,56.6,17.9,70.9,6.01,25.5,Rabi,Loamy,garlic
41.5,26.4,20.4,24.7,66.2,5.44,69.1,Kharif,Sandy,finger_millet
87.3,38.0,197.1,28.0,81.3,5.28,254.9,Kharif,Sandy,coconut
91.2,36.9,40.3,29.1,77.7,6.88,81.5,Kharif,Clayey,jute
42.8,24.8,27.9,35.7,46.5,5.99,60.7,Kharif,Sandy,pearl_millet
10.0,46.1,39.5,27.3,57.1,6.51,151.2,Kharif,Loamy,pigeonpeas
104.4,57.3,155.1,18.9,85.4,5.12,179.6,Kharif,Loamy,ginger
71.5,24.7,31.2,31.9,82.8,7.13,122.5,Kharif,Loamy,jute
95.5,30.0,45.3,28.3,43.1,5.99,75.6,Kharif,Clayey,sorghum
71.3,30.0,51.9,19.0,85.6,7.47,214.8,Rabi,Loamy,wheat
64.2,30.4,62.6,17.9,57.4,6.37,125.1,Rabi,Loamy,apple
64.8,35.4,62.1,15.0,66.8,5.93,122.5,Rabi,Loamy,apple
86.2,56.1,47.4,30.7,72.9,6.68,64.7,Kharif,Clayey,cotton
98.1,36.5,40.7,26.3,84.7,4.67,310.9,Kharif,Loamy,tea
75.9,45.5,35.8,25.9,82.1,5.95,380.3,Kharif,Clayey,rice
11.1,11.9,26.6,21.3,62.8,7.21,32.5,Rabi,Sandy,lentil
107.8,64.5,107.6,30.3,71.9,6.15,167.5,Kharif,Loamy,turmeric
65.1,54.9,37.9,25.5,77.7,7.07,194.8,Rabi,Sandy,wheat
91.3,85.0,91.3,22.4,71.8,6.05,67.1,Kharif,Loamy,tomato
109.2,54.6,138.2,26.0,80.5,5.48,239.7,Kharif,Loamy,ginger
66.6,62.4,49.6,16.9,71.4,7.56,182.4,Rabi,Loamy,wheat
17.3,54.6,78.7,33.8,53.9,5.66,52.7,Kharif,Loamy,groundnut
20.4,56.4,97.5,22.4,62.9,5.91,72.4,Kharif,Sandy,groundnut
33.0,29.1,25.3,28.7,50.8,6.36,50.9,Kharif,Loamy,sesame
103.0,55.7,92.6,34.0,56.1,6.07,90.4,Zaid,Sandy,mango
97.9,48.1,105.5,23.3,80.2,5.46,143.8,Kharif,Loamy,coffee
22.5,72.8,67.0,15.5,79.0,6.36,114.1,Kharif,Loamy,kidneybeans
106.9,71.2,120.4,21.5,69.7,5.66,63.0,Rabi,Sandy,potato
92.8,43.5,85.4,25.4,60.2,6.38,159.7,Zaid,Loamy,orange
111.9,44.2,202.8,28.4,73.4,6.59,224.5,Kharif,Loamy,coconut
80.7,60.2,51.0,27.6,64.8,6.59,77.2,Kharif,Loamy,cotton
77.3,41.8,29.8,19.9,44.6,7.66,49.8,Rabi,Loamy,mustard
115.0,47.5,75.7,30.2,50.8,6.88,66.2,Zaid,Loamy,mango
12.4,51.9,47.5,19.0,79.1,6.36,44.6,Rabi,Sandy,peas
46.5,21.2,32.8,12.9,59.8,6.53,51.5,Rabi,Loamy,linseed
73.1,36.5,39.8,30.1,56.8,5.71,56.9,Kharif,Loamy,castor
82.9,43.7,197.7,25.3,76.4,5.43,174.5,Kharif,Loamy,coconut
63.5,14.1,34.7,30.3,61.3,6.52,47.5,Kharif,Sandy,pearl_millet
57.1,21.8,58.4,15.4,73.3,6.03,128.5,Rabi,Loamy,apple
93.9,60.2,121.8,24.3,86.5,5.7,205.6,Kharif,Loamy,pepper
97.6,61.5,102.2,26.7,79.5,5.05,243.0,Kharif,Loamy,pepper
17.6,48.5,54.0,12.6,73.4,6.74,81.4,Rabi,Loamy,peas
121.4,89.2,137.6,23.5,81.8,4.92,83.5,Rabi,Sandy,potato
21.7,65.6,24.5,24.2,33.5,7.23,68.4,Kharif,Sandy,mothbeans
28.7,51.1,51.2,33.6,72.7,6.64,75.3,Kharif,Sandy,cowpea
10.8,51.7,34.2,20.6,53.1,8.31,49.9,Rabi,Sandy,chickpea
86.8,33.1,33.3,21.4,83.6,6.65,339.5,Kharif,Clayey,rice
200.0,200.0,185.7,22.9,66.8,7.12,98.9,Zaid,Loamy,papaya
20.5,62.6,19.2,30.1,58.0,7.17,37.5,Kharif,Sandy,mothbeans
111.8,45.4,217.6,28.3,80.3,5.64,179.0,Kharif,Sandy,coconut
84.1,41.1,58.5,26.0,80.3,6.41,251.8,Kharif,Loamy,rice
61.1,21.7,58.4,19.4,85.5,5.28,331.8,Kharif,Loamy,cardamom
133.5,50.4,127.4,27.1,80.9,6.31,128.1,Kharif,Loamy,turmeric
79.7,38.7,36.5,28.5,62.3,6.87,71.4,Kharif,Sandy,cotton
46.8,35.1,42.7,11.7,72.9,6.32,62.0,Rabi,Loamy,mustard
74.0,46.7,125.9,27.5,83.0,4.86,200.9,Kharif,Loamy,ginger
108.6,51.3,45.2,22.0,76.4,7.52,100.8,Rabi,Sandy,wheat
51.1,22.5,26.9,25.1,53.8,6.5,42.7,Kharif,Sandy,sesame
90.9,27.0,47.2,19.4,82.6,4.64,424.1,Kharif,Loamy,tea
97.2,37.9,229.0,27.5,77.9,5.42,221.9,Kharif,Sandy,coconut
81.2,47.2,63.3,24.5,65.1,6.12,104.7,Kharif,Loamy,maize
92.4,58.1,69.0,33.0,58.8,6.04,53.2,Kharif,Loamy,sunflower
63.9,19.6,36.6,34.0,40.8,7.28,35.7,Kharif,Sandy,pearl_millet
96.8,46.1,134.6,28.0,78.4,6.36,250.0,Kharif,Clayey,sugarcane
116.9,50.2,64.6,30.9,61.5,6.38,89.3,Zaid,Sandy,guava
119.6,43.4,41.6,20.8,78.9,5.25,311.4,Kharif,Loamy,tea
91.2,42.3,33.4,31.9,64.1,6.33,78.8,Kharif,Sandy,cotton
49.3,59.1,34.5,22.0,91.2,7.05,292.0,Rabi,Sandy,wheat
120.5,53.2,85.8,22.1,89.4,5.24,170.2,Kharif,Loamy,coffee
160.8,181.3,161.4,25.4,69.3,6.75,95.3,Zaid,Loamy,papaya
102.2,27.6,187.0,29.1,83.6,5.87,211.0,Kharif,Sandy,coconut
56.8,49.2,53.6,16.3,57.2,6.05,41.3,Rabi,Loamy,garlic
119.0,55.3,65.3,26.0,50.4,6.51,67.6,Zaid,Sandy,pomegranate
88.0,76.7,55.0,20.4,60.9,6.13,95.0,Rabi,Sandy,onion
51.2,27.3,17.7,28.4,40.5,7.18,60.8,Kharif,Sandy,pearl_millet
64.9,25.6,31.9,31.4,67.4,6.2,70.9,Kharif,Sandy,sorghum
61.3,45.1,27.1,25.2,78.2,6.69,125.2,Kharif,Loamy,rice
80.5,48.4,30.8,11.7,66.9,6.15,62.5,Rabi,Loamy,mustard
89.5,39.6,75.1,20.7,78.2,5.28,248.0,Kharif,Loamy,coffee
74.6,35.8,48.9,20.2,65.4,7.01,38.7,Rabi,Sandy,mustard
26.6,58.7,51.6,28.7,77.9,5.87,55.0,Kharif,Loamy,soybean
22.5,56.2,43.6,19.8,62.2,6.98,72.3,Rabi,Sandy,chickpea
75.2,35.4,73.3,26.1,59.5,6.13,108.0,Zaid,Sandy,orange
118.2,22.3,43.2,24.8,80.6,6.6,189.7,Kharif,Loamy,rice
15.3,14.4,14.8,25.7,59.7,5.81,46.3,Rabi,Sandy,lentil
27.9,58.0,14.8,28.8,62.0,7.67,38.9,Kharif,Loamy,blackgram
97.1,50.4,83.3,25.8,75.5,6.26,101.6,Zaid,Loamy,mango
26.5,62.9,57.5,30.9,77.2,5.98,115.3,Kharif,Loamy,soybean
107.6,37.3,50.5,32.8,64.4,7.22,53.3,Kharif,Loamy,cotton
124.9,61.5,92.6,33.7,58.4,6.81,105.1,Zaid,Loamy,mango
30.6,61.1,56.2,19.1,51.6,6.81,56.8,Rabi,Sandy,peas
85.4,56.4,108.5,28.2,79.0,5.52,207.5,Kharif,Loamy,pepper
51.0,39.7,33.0,31.6,50.5,5.95,33.2,Kharif,Loamy,castor
79.0,29.5,56.3,31.6,80.3,7.21,53.7,Zaid,Sandy,watermelon
61.1,30.9,73.8,22.8,78.4,5.92,342.0,Kharif,Loamy,cardamom
126.9,43.0,119.5,28.0,90.0,6.33,195.4,Kharif,Clayey,sugarcane
113.7,75.3,113.3,17.5,81.4,5.76,70.2,Rabi,Sandy,potato
84.9,39.8,42.6,24.3,77.8,7.52,123.3,Kharif,Clayey,jute
54.1,25.3,58.8,23.1,51.7,5.82,71.6,Rabi,Sandy,grapes
24.6,57.2,44.8,26.5,69.5,6.69,130.6,Kharif,Loamy,soybean
69.1,30.9,38.3,21.3,84.2,6.61,268.3,Kharif,Clayey,rice
127.6,75.0,134.5,17.1,71.5,6.2,59.5,Rabi,Loamy,potato
91.6,69.3,40.2,21.1,71.8,7.58,153.0,Rabi,Loamy,wheat
92.8,45.1,145.2,23.4,83.5,5.09,180.2,Kharif,Loamy,ginger
48.3,29.8,39.2,29.3,45.4,6.55,43.5,Kharif,Sandy,sesame
24.6,56.0,40.4,23.9,41.2,6.85,61.0,Rabi,Loamy,chickpea
191.5,192.0,226.2,27.6,57.2,6.2,91.2,Zaid,Loamy,papaya
187.3,76.3,235.7,25.9,79.4,6.91,188.4,Kharif,Loamy,banana
101.5,45.1,37.6,29.8,45.9,6.37,115.2,Kharif,Sandy,maize
25.6,53.2,24.2,30.4,68.7,6.97,37.6,Kharif,Sandy,mungbean
200.0,200.0,194.8,28.3,72.0,7.01,145.3,Zaid,Loamy,papaya
60.7,19.7,35.7,32.4,54.3,7.16,33.2,Kharif,Sandy,pearl_millet
85.2,52.7,41.2,23.1,62.3,6.25,76.9,Kharif,Loamy,maize
95.0,80.9,129.0,9.6,74.0,6.24,84.3,Rabi,Sandy,potato
36.4,23.6,30.0,16.6,59.2,6.1,35.1,Rabi,Clayey,linseed
17.4,44.6,56.1,27.5,59.0,5.49,177.4,Kharif,Sandy,pigeonpeas
32.4,47.2,96.3,30.7,57.9,7.12,63.0,Kharif,Loamy,groundnut
89.3,46.5,28.7,22.6,80.2,5.27,192.4,Kharif,Loamy,rice
81.1,49.9,40.1,20.6,87.2,6.37,156.7,Rabi,Loamy,wheat
55.8,36.9,24.5,27.6,48.7,6.05,138.7,Kharif,Sandy,finger_millet
21.1,68.5,25.0,33.0,51.6,6.19,49.2,Kharif,Sandy,mothbeans
24.7,54.5,61.0,27.0,75.0,6.19,64.8,Kharif,Sandy,cowpea
107.6,52.6,83.5,31.7,60.3,5.83,87.8,Zaid,Loamy,mango
104.0,51.8,122.6,28.0,76.1,6.76,187.8,Kharif,Loamy,sugarcane
68.3,49.9,59.5,20.8,67.3,5.68,78.1,Rabi,Sandy,garlic
84.7,49.0,209.7,29.2,73.5,5.75,175.6,Kharif,Loamy,coconut
105.6,106.6,99.1,21.4,66.2,6.43,53.4,Kharif,Sandy,tomato
92.7,60.9,69.5,33.2,49.5,6.89,60.0,Kharif,Loamy,sunflower
25.1,55.9,22.7,32.0,57.0,7.19,36.4,Kharif,Sandy,mothbeans
21.4,55.7,24.6,30.5,56.9,6.87,73.0,Kharif,Sandy,mungbean
111.6,54.8,138.8,30.8,71.7,6.32,162.6,Kharif,Loamy,turmeric
85.0,60.0,38.7,25.6,64.9,5.95,51.3,Kharif,Loamy,maize
104.6,39.7,95.5,22.5,93.2,5.64,252.1,Kharif,Loamy,coffee
72.6,39.7,84.3,24.5,85.8,5.67,297.3,Kharif,Loamy,cardamom
84.6,41.0,41.3,25.7,78.4,5.94,394.8,Kharif,Loamy,rice
116.5,46.8,120.7,30.0,77.5,6.8,191.4,Kharif,Loamy,sugarcane
80.1,55.0,37.5,17.2,68.2,7.21,34.9,Rabi,Loamy,mustard
11.5,14.6,14.1,20.9,49.3,5.6,38.7,Rabi,Loamy,lentil
87.6,53.0,35.2,34.6,59.6,6.56,70.1,Kharif,Sandy,maize
74.0,33.2,40.0,29.1,44.2,7.04,92.8,Kharif,Sandy,sorghum
72.8,49.6,40.6,27.2,62.0,6.57,71.8,Kharif,Sandy,cotton
22.4,54.3,41.4,23.6,59.3,7.65,36.8,Rabi,Sandy,chickpea
95.7,28.8,77.8,23.2,82.7,6.09,236.2,Kharif,Loamy,rice
42.8,25.4,25.0,24.4,62.1,6.52,60.9,Kharif,Sandy,sesame
17.1,60.5,25.9,28.2,43.4,6.92,52.2,Kharif,Sandy,mothbeans
24.9,61.2,29.1,15.6,36.7,6.44,59.2,Rabi,Loamy,chickpea
51.7,23.4,31.0,21.6,74.5,5.99,144.7,Kharif,Loamy,finger_millet
16.9,61.0,35.6,23.7,51.7,7.42,96.8,Rabi,Sandy,chickpea
85.5,94.0,92.4,21.1,50.4,6.72,53.8,Kharif,Sandy,tomato
18.2,51.9,87.4,28.6,66.7,6.34,66.5,Kharif,Sandy,groundnut
31.8,54.9,45.4,32.7,72.8,6.13,53.3,Kharif,Sandy,cowpea
45.6,33.5,91.7,21.0,81.8,6.24,398.2,Kharif,Loamy,cardamom
102.7,35.9,50.0,34.2,68.0,6.6,51.2,Zaid,Sandy,watermelon
63.4,16.0,19.2,30.7,37.3,6.87,55.0,Kharif,Sandy,pearl_millet
85.9,29.6,205.0,25.4,77.1,5.23,209.5,Kharif,Loamy,coconut
133.5,52.5,125.6,27.2,81.3,7.05,180.3,Kharif,Clayey,sugarcane
90.7,44.0,39.4,30.8,83.6,6.67,111.0,Kharif,Loamy,jute
81.1,81.2,72.5,21.9,75.7,6.39,31.3,Kharif,Sandy,tomato
40.6,24.6,71.3,24.5,33.9,6.1,62.3,Rabi,Sandy,grapes
55.1,26.5,32.5,25.3,85.7,6.43,90.5,Kharif,Loamy,finger_millet
6.2,7.4,15.4,20.7,59.3,5.63,42.5,Rabi,Loamy,lentil
97.8,61.8,85.2,31.5,56.0,6.34,84.4,Zaid,Loamy,mango
75.1,78.0,75.9,27.2,78.2,5.84,65.8,Kharif,Loamy,tomato
87.3,47.9,78.7,14.3,75.3,6.36,46.8,Rabi,Sandy,onion
93.3,58.9,104.8,19.8,78.3,5.71,145.2,Kharif,Loamy,coffee
160.6,76.7,113.9,18.1,83.8,5.83,71.4,Rabi,Sandy,potato
104.9,40.2,57.0,27.7,78.1,6.75,70.3,Kharif,Loamy,cotton
51.1,30.4,72.8,24.2,93.4,6.25,453.9,Kharif,Loamy,cardamom
43.6,25.9,60.5,29.4,58.6,5.75,73.0,Rabi,Sandy,grapes
57.1,29.8,68.3,26.4,44.8,6.51,52.8,Rabi,Sandy,grapes
14.7,18.0,13.6,26.5,57.2,6.16,32.6,Rabi,Sandy,lentil
83.3,61.8,78.6,31.1,55.4,6.22,60.9,Zaid,Loamy,mango
93.9,35.1,33.3,17.7,43.6,6.16,58.8,Rabi,Sandy,mustard
73.4,31.0,70.5,23.5,74.7,5.36,432.1,Kharif,Loamy,cardamom
74.9,18.6,32.3,25.5,46.4,6.5,49.0,Kharif,Clayey,sorghum
26.0,50.9,50.2,25.8,71.0,6.29,76.6,Kharif,Loamy,cowpea
83.2,61.2,97.4,28.5,56.7,6.4,56.9,Zaid,Loamy,mango
30.4,46.1,50.4,16.0,69.6,6.67,53.3,Rabi,Loamy,peas
29.4,58.3,84.6,22.3,64.6,6.3,72.0,Kharif,Sandy,groundnut
12.4,52.4,44.6,25.8,67.5,5.8,100.1,Kharif,Clayey,soybean
197.8,174.5,225.9,28.0,76.2,5.82,145.1,Zaid,Loamy,papaya
31.2,29.2,24.4,29.7,49.4,6.58,50.6,Kharif,Loamy,sesame
18.8,29.7,18.3,18.3,62.6,6.43,39.7,Rabi,Loamy,lentil
119.6,40.8,58.5,30.3,65.8,6.65,144.9,Kharif,Sandy,cotton
122.9,38.8,43.2,14.7,87.6,4.24,336.4,Kharif,Loamy,tea
21.5,70.3,22.1,31.4,66.7,6.86,43.5,Kharif,Sandy,mothbeans
77.5,41.3,29.5,18.9,62.8,6.31,42.5,Rabi,Sandy,mustard
66.7,53.3,46.0,28.1,81.6,6.87,177.9,Kharif,Loamy,rice
101.9,44.1,45.3,23.2,60.7,6.37,76.9,Kharif,Sandy,maize
96.7,49.4,33.1,28.9,70.2,6.79,99.6,Kharif,Loamy,cotton
72.6,55.7,38.9,25.2,79.3,5.86,187.8,Rabi,Sandy,wheat
53.6,36.5,73.7,29.6,55.6,6.16,67.2,Rabi,Sandy,grapes
142.4,97.2,107.7,18.4,82.8,5.98,70.1,Rabi,Loamy,potato
57.1,16.8,26.6,27.1,75.7,6.49,81.9,Kharif,Loamy,finger_millet
11.8,12.0,22.5,20.8,57.6,6.04,33.4,Rabi,Sandy,lentil
19.7,79.4,46.8,15.5,74.3,6.41,106.4,Kharif,Loamy,kidneybeans
27.1,41.9,24.1,29.5,64.3,6.83,36.7,Kharif,Loamy,blackgram
74.0,29.6,40.2,27.8,46.1,6.95,52.8,Kharif,Clayey,sorghum
98.0,44.8,130.4,30.5,81.4,6.32,191.2,Kharif,Loamy,sugarcane
17.3,53.2,54.7,26.8,71.6,7.01,87.1,Kharif,Sandy,cowpea
22.4,63.1,41.0,27.0,78.7,5.84,98.1,Kharif,Sandy,cowpea
68.7,40.7,66.4,36.2,63.1,6.75,74.7,Zaid,Sandy,watermelon
72.4,65.0,77.3,29.8,58.4,6.41,41.7,Zaid,Sandy,pomegranate
86.2,47.8,131.4,30.8,90.1,5.7,251.7,Kharif,Loamy,pepper
102.3,62.8,70.9,26.2,62.9,6.36,86.0,Zaid,Sandy,guava
200.0,185.1,214.7,27.2,58.2,6.06,146.4,Zaid,Loamy,papaya
